UV,SolarRad,Avg_Wind,Rel_humidity,pop_Density,StringyInd,PM25,DailyTemp,Precipitation,DailyCases,DailyDeath,TotPop,CSR
9,40.6,11.3,20.6,414.9,72.69,20,28.6,2.182828966,8277,383,4485414,0.001845315
6,28.9,5.7,91,64.91462641,82.41,96,22.2,75.15373825,65856,7179,127575529,0.000516212
4,8,11.1,66.5,1704.9,72.69,10,16.1,62.65491966,1040,58,812855,0.001279441
5,20.9,16,74.5,511.4759276,68.52,76,17.3,29.91740246,45064,5811,17332850,0.002599919
6,23.5,13,73.1,2029.4,72.69,57,29,92.85482837,6953,500,390144,0.017821625
5,10.6,17.9,62,27012.5,72.69,29,23.3,97.05968924,25909,2871,8336817,0.003107781
4,14.3,15.8,85,18.38517337,39.81,24,12,117.3525101,1504,21,4917000,0.000305878
4,17.8,19.7,78.9,244.1,70.83,14,7.3,72.67223822,260,3,108860,0.002388389
4,14.4,16,63,82.59151467,68.52,40,17.9,35.5162132,1941,113,2083459,0.000931624
6,18.8,12,65,14.54829163,58.33,26,10.6,62.96308311,8346,235,5347896,0.001560614
6,15.4,18.7,70.6,956.4,72.69,42,31.1,151.4463884,1203,56,655158,0.001836198
3,13.6,12.3,65.1,14.8,70.83,21,20,112.4693916,26560,2157,13448494,0.001974942
6,26.1,12,40,275.2893187,82.41,88,32.2,27.48414927,54601,1133,216565318,0.000252123
4,15.2,14,70,124.0234822,83.33,54,28.9,47.27235596,20931,993,37970874,0.000551238
3,19.7,8,68,79.8376858,49.07,59,17.4,35.05332233,11092,238,6944975,0.001597126
7,11,9,84,7952.998418,73.15,53,27.9,97.38773295,31068,23,5703569,0.005447116
3,15.9,14,64,113.2855865,73.15,33,16.4,88.74463727,1504,28,5454073,0.000275757
6,25.3,7.6,57.7,47.63011978,84.26,130,13,48.18477286,21343,407,58558270,0.000364475
5,21.1,12,65,529.3585013,39.81,37,20.4,120.6817608,11190,266,51709098,0.000216403
5,13.1,17,54,93.67719744,75.46,76,28.2,45.31253504,235290,28678,47076781,0.004998005
6,18.2,8,79.5,345.558922,79.63,35,29.9,205.3469,1089,9,21803000,4.99E-05
7,10.9,16,80,658,25.93,56,30,253.4591856,441,7,23855010,1.85E-05
7,17.8,9,75,135.8972068,75,62,32.3,195.8751057,3040,56,69625582,4.37E-05
6,30.2,17,70,106.9601289,75.93,55,13.3,68.21867117,155686,4308,83429615,0.001866076
4,12.6,14.4,62,77.0296708,83.33,21,8.7,55.0081581,20580,605,44385155,0.000463669
9,23.3,9,50,135.6091101,72.22,105,33.8,8.772274832,28704,244,9770529,0.002937814
5,17.8,10.6,70,274.7089819,71.3,63,14.6,32.51913836,244332,35578,66834405,0.003655782
3,10.5,20,56,27,67.13,22,10.7,34.4467045,1603,19,4485213,0.000357397
7,11.7,9,80,308.1252459,69.44,67,29.1,239.1784595,325,0,96462106,3.37E-06
4,23.6,15,57.25,1360.9,70.83,25,10,36.93177756,6860,135,932546,0.007356205
6,13.4,36,72.7,44,72.69,51,33.3,129.3418929,22,0,30032,0.000732552
3,13.9,14,65.35,107.1279669,59.26,46,13.5,64.89844245,16503,640,8877067,0.00185906
7,18.4,8,77.5,1239.579312,93.52,89,30.3,335.5089413,33610,480,163046161,0.000206138
6,27.4,12,55.5,1300,81.94,60,23.8,69.97239381,593,9,21516000,2.76E-05
5,16,12,75,377.3795905,75,44,13.8,49.08281525,57092,9280,11484055,0.004971415
6,21.2,9,80,25.06171624,81.02,34,13.4,84.699094,363211,22666,211049527,0.001720975
3,19.6,12.5,73.15,5492.6,70.83,18,16,82.18615422,2517,157,631486,0.003985837
8,33.3,17.2,21.1,247.3,72.69,16,31.1,3.440805944,6182,322,2266715,0.002727295
7,11.8,13.4,67,2026.4,72.69,37,31.1,86.59803987,2795,142,760141,0.003676949
5,12.1,17,78,97.91306306,72.22,42,19,266.7513324,930,10,5047561,0.000184247
3,12.8,27,71.5,137.6577053,57.41,40,12.3,90.79814847,8955,315,10669709,0.000839292
4,20.3,19,75,137.9765658,60.19,41,10,38.65749218,11360,562,5818553,0.001952375
5,17.9,16,65,18.14854727,53.7,54,10,49.83931982,6579,307,5520314,0.00119178
5,9.9,16,70,122.2994372,76.85,46,15.6,61.69887725,179859,28317,67059887,0.002682065
4,14.7,5.1,63.8,83.26518231,68.52,37,19.3,40.010444,2878,171,10716322,0.000268562
6,5.8,17,81.5,7096.190476,63.89,45,29,330.9355914,1065,4,7507400,0.00014186
3,12,14,60,107.9814868,66.67,56,15.6,31.11869005,3741,486,9769949,0.000382909
7,29.6,12,40,454.9380726,79.17,74,36.4,7.041038258,138536,4024,1366417754,0.000101386
7,15.8,9,81.5,147.7521901,71.76,114,28.9,130.5200116,22271,1372,270625568,8.23E-05
6,25.2,16,65,410.4805915,75,72,21.2,8.641122465,16717,279,9053300,0.001846509
5,18.1,9,74,205.4183722,63.89,55,22.1,30.43114151,229858,32785,60297396,0.003812072
5,11.9,20,65,347.0734584,40.74,21,21.6,186.8470467,16451,852,126264931,0.00013029
7,17.6,12.6,54,6.769825721,83.8,37,25.6,19.84533894,8531,35,18513930,0.000460788
5,14.1,12.2,65.8,550.4,72.69,110,22.2,55.91980722,2896,279,545724,0.005306712
6,25.8,10.9,69.2,413.1,72.69,36,33.9,112.8804892,372,6,293582,0.001267108
6,31.1,13.5,74.5,8092.3,72.69,110,26.1,3.592564374,46023,2106,3979537,0.011564913
6,12.8,9,80,95.96282149,75,60,27.7,299.7939303,7245,115,31949777,0.000226762
9,26.6,11.3,20.6,414.9,72.69,21,28.6,2.323804157,8379,384,4485414,0.001868055
6,21.9,5.7,91,64.91462641,82.41,85,22.8,70.06204864,68620,7394,127575529,0.000537877
4,19,11.1,66.5,1704.9,72.69,15,20,68.46169882,1045,58,812855,0.001285592
5,21.9,16,74.5,511.4759276,68.52,59,16.4,51.89856322,45236,5822,17332850,0.002609842
6,16.5,13,73.1,2029.4,72.69,41,27.5,60.4328795,7005,500,390144,0.017954909
5,13.6,17.9,62,27012.5,72.69,14,22.2,76.75430223,26009,2877,8336817,0.003119776
4,19.3,15.8,85,18.38517337,39.81,22,17.2,145.401554,1504,21,4917000,0.000305878
4,5.8,19.7,78.9,244.1,70.83,18,7.5,73.02251398,260,3,108860,0.002388389
4,21.4,16,63,82.59151467,68.52,48,13.3,42.20995582,1978,113,2083459,0.000949383
6,15.8,12,65,14.54829163,58.33,52,11.2,30.98197651,8352,235,5347896,0.001561736
6,17.4,18.7,70.6,956.4,72.69,40,30,160.3324915,1208,56,655158,0.00184383
3,15.6,12.3,65.1,14.8,70.83,4,19,101.0927291,26897,2181,13448494,0.002000001
6,25.1,12,40,275.2893187,82.41,86,31.8,53.44224242,56349,1167,216565318,0.000260194
4,18.2,14,70,124.0234822,83.33,64,28.9,42.21711796,21326,996,37970874,0.000561641
3,15.7,8,68,79.8376858,49.07,68,15.7,103.7002182,11159,238,6944975,0.001606773
7,14,9,84,7952.998418,73.15,48,29.6,150.8165495,31616,23,5703569,0.005543196
3,12.9,14,64,113.2855865,73.15,52,14.2,53.88461165,1509,28,5454073,0.000276674
6,28.3,7.6,57.7,47.63011978,84.26,134,12.9,41.88541601,22583,429,58558270,0.00038565
5,21.1,12,65,529.3585013,39.81,53,16,67.35656968,11206,267,51709098,0.000216712
5,16.1,17,54,93.67719744,75.46,109,26.2,39.6804659,235772,28752,47076781,0.005008244
6,16.2,8,79.5,345.558922,79.63,51,29.9,147.8655799,1141,9,21803000,5.23E-05
7,13.9,16,80,658,25.93,62,30,268.5339667,441,7,23855010,1.85E-05
7,18.8,9,75,135.8972068,75,77,31.2,123.3679656,3040,56,69625582,4.37E-05
6,25.2,17,70,106.9601289,75.93,54,16,25.68350167,156827,4340,83429615,0.001879752
4,12.6,14.4,62,77.0296708,83.33,12,10.4,37.16254255,20986,617,44385155,0.000472816
9,32.3,9,50,135.6091101,72.22,95,34.8,12.82334449,29485,245,9770529,0.003017749
5,20.8,10.6,70,274.7089819,71.3,36,16.6,51.8210695,245680,35957,66834405,0.003675951
3,18.5,20,56,27,67.13,41,8.7,33.15882442,1605,19,4485213,0.000357843
7,21.7,9,80,308.1252459,69.44,76,30.1,228.5814194,325,0,96462106,3.37E-06
4,12.6,15,57.25,1360.9,70.83,22,7,43.05595484,6879,138,932546,0.00737658
6,13.4,36,72.7,44,72.69,34,33.9,65.75791236,22,0,30032,0.000732552
3,19.9,14,65.35,107.1279669,59.26,23,12.9,134.6704508,16539,641,8877067,0.001863115
7,17.4,8,77.5,1239.579312,93.52,75,30.4,165.5174275,35585,501,163046161,0.000218251
6,29.4,12,55.5,1300,81.94,64,18.4,149.7462674,593,9,21516000,2.76E-05
5,21,12,75,377.3795905,75,46,16.8,84.06466135,57342,9312,11484055,0.004993184
6,19.2,9,80,25.06171624,81.02,25,14.2,79.81172598,374898,23473,211049527,0.001776351
3,16.6,12.5,73.15,5492.6,70.83,19,12,80.22368486,2530,161,631486,0.004006423
8,25.3,17.2,21.1,247.3,72.69,10,32.8,3.172001572,6226,329,2266715,0.002746706
7,15.8,13.4,67,2026.4,72.69,32,28.9,50.50717515,2854,146,760141,0.003754567
5,9.1,17,78,97.91306306,72.22,50,20,374.8824382,951,10,5047561,0.000188408
3,20.8,27,71.5,137.6577053,45.37,26,11.1,107.0484089,9002,317,10669709,0.000843697
4,26.3,19,75,137.9765658,57.41,33,10,23.67425952,11387,563,5818553,0.001957016
5,27.9,16,65,18.14854727,53.7,64,14.7,34.87273595,6599,308,5520314,0.001195403
5,16.9,16,70,122.2994372,76.85,29,18.6,61.90584627,180166,28407,67059887,0.002686643
4,19.7,5.1,63.8,83.26518231,68.52,46,18.8,35.71734818,2882,172,10716322,0.000268936
6,6.8,17,81.5,7096.190476,63.89,52,26,232.7501294,1065,4,7507400,0.00014186
3,11,14,60,107.9814868,66.67,51,14.5,72.51644662,3756,491,9769949,0.000384444
7,23.6,12,40,454.9380726,79.17,101,36,11.37743877,144950,4172,1366417754,0.00010608
7,19.8,9,81.5,147.7521901,71.76,106,28.3,133.2502425,22750,1391,270625568,8.41E-05
6,30.2,16,65,410.4805915,75,58,21,7.723117605,16734,281,9053300,0.001848387
5,22.1,9,74,205.4183722,63.89,53,21.4,74.25666542,230158,32877,60297396,0.003817047
5,14.9,20,65,347.0734584,31.48,24,21.6,96.9954068,16472,857,126264931,0.000130456
7,30.6,12.6,54,6.769825721,83.8,45,26.8,40.58630565,8969,35,18513930,0.000484446
5,20.1,12.2,65.8,550.4,72.69,156,26.1,83.90633187,2985,280,545724,0.005469798
6,18.8,10.9,69.2,413.1,72.69,34,32.8,88.13416601,375,6,293582,0.001277326
6,34.1,13.5,74.5,8092.3,72.69,156,25,8.574526083,47845,2116,3979537,0.012022755
6,13.8,9,80,95.96282149,75,65,29.6,130.2839357,7417,115,31949777,0.000232146
9,40.6,11.3,20.6,414.9,72.69,19,29.3,1.766361331,8448,385,4485414,0.001883438
6,19.9,5.7,91,64.91462641,82.41,87,23.4,54.03207119,71105,7633,127575529,0.000557356
4,14,11.1,66.5,1704.9,72.69,39,19.4,88.69750415,1052,58,812855,0.001294204
5,10.9,16,74.5,511.4759276,68.52,17,19.6,48.71911212,45445,5830,17332850,0.0026219
6,14.5,13,73.1,2029.4,72.69,24,28.1,158.3637458,7021,502,390144,0.017995919
5,17.6,17.9,62,27012.5,72.69,24,20.6,77.09046325,26092,2894,8336817,0.003129732
4,14.3,15.8,85,18.38517337,39.81,24,16.2,121.1277112,1504,21,4917000,0.000305878
4,5.8,19.7,78.9,244.1,70.83,23,7.9,55.40751241,260,3,108860,0.002388389
4,11.4,16,63,82.59151467,68.52,53,15.9,49.04371324,1999,113,2083459,0.000959462
6,24.8,12,65,14.54829163,58.33,44,15.3,50.20956018,8364,235,5347896,0.00156398
6,23.4,18.7,70.6,956.4,72.69,25,22.2,83.35415758,1216,56,655158,0.001856041
3,16.6,12.3,65.1,14.8,70.83,6,25.5,66.46655605,27302,2210,13448494,0.002030116
6,23.1,12,40,275.2893187,82.41,93,33.5,54.7356613,57705,1197,216565318,0.000266455
4,14.2,14,70,124.0234822,79.63,53,30.6,50.13208657,21631,1007,37970874,0.000569673
3,24.7,8,68,79.8376858,49.07,66,14.3,74.9978219,11193,239,6944975,0.001611669
7,15,9,84,7952.998418,73.15,52,30,154.9469394,31960,23,5703569,0.005603509
3,14.9,14,64,113.2855865,73.15,29,12.6,82.79546206,1511,28,5454073,0.000277041
6,19.3,7.6,57.7,47.63011978,84.26,137,13.1,37.16678961,23615,481,58558270,0.000403274
5,17.1,12,65,529.3585013,39.81,47,16.3,54.67214486,11225,269,51709098,0.00021708
5,24.1,17,54,93.67719744,75.46,78,24.2,32.44712535,235400,26834,47076781,0.005000342
6,16.2,8,79.5,345.558922,79.63,51,29.9,269.0609435,1182,10,21803000,5.42E-05
7,12.9,16,80,658,25.93,53,25,249.5178352,441,7,23855010,1.85E-05
7,16.8,9,75,135.8972068,75,37,30.8,182.0539291,3042,57,69625582,4.37E-05
6,32.2,17,70,106.9601289,75.93,65,16.4,53.38721947,157814,4369,83429615,0.001891583
4,16.6,14.4,62,77.0296708,83.33,35,14.4,48.67580667,21245,623,44385155,0.000478651
9,22.3,9,50,135.6091101,72.22,136,33.7,14.73374209,30307,248,9770529,0.003101879
5,11.8,10.6,70,274.7089819,71.3,20,18.3,53.0728238,247287,36061,66834405,0.003699996
3,18.5,20,56,27,65.28,21,8.1,44.72781425,1610,19,4485213,0.000358957
7,17.7,9,80,308.1252459,69.44,77,28.4,235.8291515,326,0,96462106,3.38E-06
4,23.6,15,57.25,1360.9,70.83,12,15,32.5091433,6901,139,932546,0.007400171
6,18.4,36,72.7,44,72.69,16,24.4,152.3604345,24,0,30032,0.000799148
3,10.9,14,65.35,107.1279669,59.26,20,12.4,93.64913784,16557,643,8877067,0.001865143
7,16.4,8,77.5,1239.579312,93.52,67,29.2,333.7861034,36751,522,163046161,0.000225402
6,21.4,12,55.5,1300,81.94,66,24.8,100.6103323,593,9,21516000,2.76E-05
5,10,12,75,377.3795905,75,37,18,43.56882445,57455,9334,11484055,0.005003024
6,15.2,9,80,25.06171624,81.02,31,14.5,93.90459347,391222,24512,211049527,0.001853698
3,13.6,12.5,73.15,5492.6,70.83,26,12,37.72005978,2541,161,631486,0.004023842
8,27.3,17.2,21.1,247.3,72.69,10,38.9,1.494110026,6287,329,2266715,0.002773617
7,13.8,13.4,67,2026.4,72.69,37,23.3,120.1418396,2907,150,760141,0.00382429
5,8.1,17,78,97.91306306,72.22,57,23,413.899901,956,10,5047561,0.000189398
3,15.8,27,71.5,137.6577053,45.37,24,12.8,83.01433408,9050,317,10669709,0.000848196
4,18.3,19,75,137.9765658,57.41,39,13,54.77694014,11428,563,5818553,0.001964062
5,14.9,16,65,18.14854727,53.7,60,14.3,48.73096652,6628,312,5520314,0.001200656
5,18.9,16,70,122.2994372,75,25,20.7,39.38852011,179887,28480,67059887,0.002682483
4,13.7,5.1,63.8,83.26518231,68.52,45,16.7,35.66106931,2892,173,10716322,0.000269869
6,10.8,17,81.5,7096.190476,63.89,61,29,197.4987494,1065,4,7507400,0.00014186
3,23,14,60,107.9814868,66.67,44,14.7,90.18085271,3771,499,9769949,0.000385979
7,24.6,12,40,454.9380726,79.17,128,37.6,9.854880857,150793,4344,1366417754,0.000110356
7,15.8,9,81.5,147.7521901,71.76,114,27.3,100.0559631,23165,1418,270625568,8.56E-05
6,29.2,16,65,410.4805915,75,60,21.4,3.558522362,16757,281,9053300,0.001850927
5,11.1,9,74,205.4183722,63.89,46,16,81.66556795,230555,32955,60297396,0.003823631
5,14.9,20,65,347.0734584,34.26,25,20.7,216.3875488,16502,863,126264931,0.000130693
7,28.6,12.6,54,6.769825721,83.8,71,25.6,25.13248325,8969,37,18513930,0.000484446
5,12.1,12.2,65.8,550.4,72.69,87,30,80.87672332,3031,281,545724,0.00555409
6,25.8,10.9,69.2,413.1,72.69,27,31.1,133.275098,377,6,293582,0.001284139
6,28.1,13.5,74.5,8092.3,72.69,87,27.8,7.51692964,48761,2145,3979537,0.012252933
6,16.8,9,80,95.96282149,75,60,27.4,145.2739844,7604,115,31949777,0.000237999
9,36.6,11.3,20.6,414.9,72.69,30,31,3.024365173,8627,384,4485414,0.001923345
6,23.9,5.7,91,64.91462641,82.41,70,22.5,31.19503237,74560,8134,127575529,0.000584438
4,19,11.1,66.5,1704.9,72.69,26,20.6,34.5891163,1093,58,812855,0.001344643
5,19.9,16,74.5,511.4759276,68.52,13,22.2,27.82439789,45578,5856,17332850,0.002629573
6,23.5,13,73.1,2029.4,72.69,18,26.6,156.1590148,7045,504,390144,0.018057435
5,12.6,17.9,62,27012.5,72.69,23,21.1,137.7486332,26213,2896,8336817,0.003144246
4,14.3,15.8,85,18.38517337,39.81,31,15.4,140.2913039,1504,21,4917000,0.000305878
4,8.8,19.7,78.9,244.1,70.83,27,14,152.1428831,260,3,108860,0.002388389
4,19.4,16,63,82.59151467,68.52,51,14.8,67.23814163,2014,116,2083459,0.000966662
6,21.8,12,65,14.54829163,58.33,15,12.9,66.71769385,8383,235,5347896,0.001567532
6,16.4,18.7,70.6,956.4,72.69,18,24.4,111.7382277,1227,58,655158,0.001872831
3,23.6,12.3,65.1,14.8,70.83,19,23.5,110.732853,27624,2235,13448494,0.002054059
6,25.1,12,40,275.2893187,82.41,86,35.2,49.36249124,59151,1225,216565318,0.000273132
4,15.2,14,70,124.0234822,79.63,59,30.6,31.74958758,22074,1024,37970874,0.00058134
3,24.7,8,68,79.8376858,49.07,56,11.8,53.72888413,11227,239,6944975,0.001616564
7,10,9,84,7952.998418,73.15,49,29.4,167.2211403,32343,23,5703569,0.00567066
3,10.9,14,64,113.2855865,73.15,29,12.9,78.52776634,1513,28,5454073,0.000277407
6,28.3,7.6,57.7,47.63011978,84.26,93,9.9,33.4337065,24264,524,58558270,0.000414357
5,15.1,12,65,529.3585013,39.81,87,16.1,148.8952199,11265,269,51709098,0.000217853
5,16.1,17,54,93.67719744,71.76,81,22.7,50.40970198,236259,27117,47076781,0.005018589
6,13.2,8,79.5,345.558922,76.85,34,29.7,132.88506,1319,10,21803000,6.05E-05
7,8.9,16,80,658,25.93,48,31,129.8572432,441,7,23855010,1.85E-05
7,15.8,9,75,135.8972068,75,46,30,265.7854123,3045,57,69625582,4.37E-05
6,27.2,17,70,106.9601289,75.93,52,17.4,25.35074229,158762,4397,83429615,0.001902945
4,12.6,14.4,62,77.0296708,83.33,20,12.3,46.62116597,21584,644,44385155,0.000486289
9,26.3,9,50,135.6091101,72.22,144,34.2,11.60615714,31086,253,9770529,0.003181609
5,8.8,10.6,70,274.7089819,71.3,34,19.6,40.60736443,248937,36192,66834405,0.003724683
3,18.5,20,56,27,65.28,45,11.9,40.36034561,1618,19,4485213,0.000360741
7,21.7,9,80,308.1252459,69.44,74,31.6,249.1028189,327,0,96462106,3.39E-06
4,16.6,15,57.25,1360.9,70.83,7,12,53.79240469,6926,141,932546,0.007426979
6,15.4,36,72.7,44,72.69,19,28.3,137.8308295,24,0,30032,0.000799148
3,18.9,14,65.35,107.1279669,59.26,8,15.7,106.2567363,16591,645,8877067,0.001868973
7,20.4,8,77.5,1239.579312,93.52,81,23.7,239.2146707,38292,544,163046161,0.000234854
6,17.4,12,55.5,1300,81.94,66,22.5,134.50811,593,9,21516000,2.76E-05
5,18,12,75,377.3795905,75,44,17.5,84.08973287,57592,9364,11484055,0.005014953
6,11.2,9,80,25.06171624,81.02,36,14.4,80.7924324,411821,25598,211049527,0.0019513
3,11.6,12.5,73.15,5492.6,70.83,8,12,65.55707902,2550,162,631486,0.004038094
8,27.3,17.2,21.1,247.3,72.69,17,42.8,2.363893328,6352,331,2266715,0.002802293
7,21.8,13.4,67,2026.4,72.69,25,22.2,77.20983834,2948,157,760141,0.003878228
5,12.1,17,78,97.91306306,72.22,45,20,382.3047195,984,10,5047561,0.000194946
3,14.8,27,71.5,137.6577053,45.37,28,14.6,71.40307617,9086,317,10669709,0.00085157
4,13.3,19,75,137.9765658,57.41,36,11,52.44924949,11480,565,5818553,0.001972999
5,13.9,16,65,18.14854727,53.7,67,16.3,42.96487742,6692,313,5520314,0.00121225
5,11.9,16,70,122.2994372,75,32,21.1,37.0333037,180044,28546,67059887,0.002684824
4,21.7,5.1,63.8,83.26518231,68.52,36,16.1,33.67355912,2903,173,10716322,0.000270895
6,8.8,17,81.5,7096.190476,60.19,64,29,325.8475682,1066,4,7507400,0.000141993
3,12,14,60,107.9814868,66.67,13,15.4,72.39931783,3793,505,9769949,0.000388231
7,26.6,12,40,454.9380726,79.17,129,37.5,6.026581071,158086,4534,1366417754,0.000115694
7,15.8,9,81.5,147.7521901,71.76,69,27.8,184.4739078,23851,1473,270625568,8.81E-05
6,31.2,16,65,410.4805915,75,57,22.1,7.696910623,16793,281,9053300,0.001854904
5,19.1,9,74,205.4183722,63.89,30,21.1,69.50550178,231139,33072,60297396,0.003833316
5,14.9,20,65,347.0734584,34.26,40,21.7,85.9443642,16528,870,126264931,0.000130899
7,13.6,12.6,54,6.769825721,83.8,69,15.1,34.11455265,9304,37,18513930,0.000502541
5,13.1,12.2,65.8,550.4,72.69,97,28.3,144.4069404,3056,282,545724,0.0055999
6,16.8,10.9,69.2,413.1,72.69,27,26.7,80.68459994,379,6,293582,0.001290951
6,33.1,13.5,74.5,8092.3,72.69,97,27.2,3.541101289,49860,2201,3979537,0.012529096
6,17.8,9,80,95.96282149,75,60,28.8,257.5617892,7619,115,31949777,0.000238468
9,27.6,11.3,20.6,414.9,72.69,37,32.7,2.587562196,8896,397,4485414,0.001983317
6,28.9,5.7,91,64.91462641,82.41,83,22.5,53.11314125,78023,8597,127575529,0.000611583
4,22,11.1,66.5,1704.9,72.69,19,21.1,39.85522369,1103,58,812855,0.001356946
5,20.9,16,74.5,511.4759276,68.52,20,19.8,55.3021946,45768,5871,17332850,0.002640535
6,25.5,13,73.1,2029.4,72.69,21,27.2,146.7147493,7067,506,390144,0.018113825
5,19.6,17.9,62,27012.5,72.69,35,23.9,142.1633626,26347,2905,8336817,0.003160319
4,17.3,15.8,85,18.38517337,39.81,32,11.4,137.8151742,1504,22,4917000,0.000305878
4,6.8,19.7,78.9,244.1,70.83,18,14,73.36529851,260,3,108860,0.002388389
4,12.4,16,63,82.59151467,68.52,36,16.2,65.45857973,2039,119,2083459,0.000978661
6,20.8,12,65,14.54829163,58.33,4,13.3,38.44604121,8401,235,5347896,0.001570898
6,24.4,18.7,70.6,956.4,72.69,14,27.2,66.54159075,1241,58,655158,0.0018942
3,21.6,12.3,65.1,14.8,70.83,18,24,106.8334902,27943,2264,13448494,0.002077779
6,31.1,12,40,275.2893187,82.41,75,34.1,36.6192798,61227,1260,216565318,0.000282718
4,20.2,14,70,124.0234822,79.63,63,26.1,62.02639999,22473,1028,37970874,0.000591848
3,21.7,8,68,79.8376858,49.07,51,14.1,74.10221633,11275,240,6944975,0.001623476
7,16,9,84,7952.998418,73.15,63,28.3,122.4383901,32876,23,5703569,0.00576411
3,15.9,14,64,113.2855865,73.15,29,15.8,74.49990067,1515,28,5454073,0.000277774
6,19.3,7.6,57.7,47.63011978,84.26,26,3.9,25.43294739,25937,552,58558270,0.000442926
5,16.1,12,65,529.3585013,39.81,49,17.9,136.8378293,11344,269,51709098,0.000219381
5,27.1,17,54,93.67719744,68.06,28,25.9,62.40158077,236259,27117,47076781,0.005018589
6,14.2,8,79.5,345.558922,76.85,27,28.4,206.8316555,1469,10,21803000,6.74E-05
7,13.9,16,80,658,25.93,61,27,245.0025735,441,7,23855010,1.85E-05
7,10.8,9,75,135.8972068,75,83,32.1,217.1131885,3054,57,69625582,4.39E-05
6,26.2,17,70,106.9601289,75.93,79,14.8,26.832228,159797,4431,83429615,0.001915351
4,13.6,14.4,62,77.0296708,83.33,25,13.3,43.97402792,21905,658,44385155,0.000493521
9,30.3,9,50,135.6091101,72.22,140,33.9,5.917914061,31969,255,9770529,0.003271983
5,7.8,10.6,70,274.7089819,71.3,37,19.8,35.22829646,250739,36614,66834405,0.003751646
3,11.5,20,56,27,65.28,49,12.4,42.72503764,1628,19,4485213,0.00036297
7,20.7,9,80,308.1252459,69.44,89,29.9,134.3202837,327,0,96462106,3.39E-06
4,22.6,15,57.25,1360.9,70.83,13,12,52.16359078,6955,143,932546,0.007458077
6,21.4,36,72.7,44,72.69,33,31.7,124.4019966,24,0,30032,0.000799148
3,12.9,14,65.35,107.1279669,59.26,10,13.8,64.10634312,16628,668,8877067,0.001873141
7,8.4,8,77.5,1239.579312,93.52,123,27.1,212.3573347,40321,559,163046161,0.000247298
6,17.4,12,55.5,1300,81.94,59,24.9,117.5094777,593,9,21516000,2.76E-05
5,8,12,75,377.3795905,75,44,16.1,59.99006584,57849,9388,11484055,0.005037332
6,17.2,9,80,25.06171624,81.02,48,13.7,84.10094891,438238,26754,211049527,0.00207647
3,22.6,12.5,73.15,5492.6,70.83,13,15,52.31248242,2558,164,631486,0.004050763
8,24.3,17.2,21.1,247.3,72.69,20,42.8,2.701624877,6457,339,2266715,0.002848616
7,21.8,13.4,67,2026.4,72.69,23,28.9,106.2878183,2987,168,760141,0.003929534
5,9.1,17,78,97.91306306,72.22,45,25,251.6223557,1000,10,5047561,0.000198115
3,18.8,27,71.5,137.6577053,45.37,34,12.2,72.67751283,9140,319,10669709,0.000856631
4,21.3,19,75,137.9765658,57.41,34,14,26.89128437,11512,568,5818553,0.001978499
5,22.9,16,65,18.14854727,53.7,64,14.4,50.30926043,6743,313,5520314,0.001221488
